FriendDeck,EnemyDeck,WinRate
0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,50.1666666666667
0,1,1,0,0,2,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,2,2,1,2,0,0,2,1,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,43.8333333333333
0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,2,1,2,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,1,2,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,71.3333333333333
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,2,1,0,2,0,1,1,0,0,1,1,2,0,0,0,1,0,2,0,0,1,2,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,71.8333333333333
1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,2,1,2,1,0,2,2,0,1,1,0,1,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,70.1666666666667
0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,1,2,1,0,1,0,0,0,2,0,1,1,2,2,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,60.5
1,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,1,0,0,1,0,1,2,0,1,1,1,0,1,1,0,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,65.3333333333333
2,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1,2,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,60.6666666666667
2,1,0,0,1,0,1,1,0,2,1,2,0,0,0,0,2,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,1,1,2,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,72.5
2,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,2,2,0,1,0,1,0,1,0,1,1,0,2,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,65.5
0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,1,2,1,2,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,2,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,64.3333333333333
1,1,0,1,0,0,2,0,0,2,0,1,0,0,1,0,1,0,1,2,2,2,0,1,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,64
1,2,0,0,0,1,0,2,0,1,0,2,0,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,2,0,1,0,1,0,2,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,69.6666666666667
1,1,1,1,0,2,0,2,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,2,1,0,1,2,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,76.3333333333333
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,2,1,2,2,0,0,0,1,2,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,63.1666666666667
0,0,0,1,1,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,0,2,2,0,2,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,69.5
1,0,1,0,0,2,0,1,2,1,0,0,0,0,2,0,1,0,0,2,1,1,0,2,0,0,2,0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,66.3333333333333
0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,0,0,0,1,0,1,2,0,1,1,2,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,75.1666666666667
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,1,1,2,0,2,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,72
